upi_id,label
customer960@ibl,1
myntra@airtel,0
aruoiiqjb10@airtel,0
zomato@ibl,0
egybbhfn@airtel,0
oyo@airtel,0
bigbasket847@gpay,0
flipkart876@amazanpay,1
gus7le8tr67@qavkhu,1
sws6qfd1@jvidd,1
customer523@paytnn,1
wmmegvp@paytnn,1
amazon@oksbi,0
jlyam30@okaxis,0
claim437@amazanpay,1
reward204@ibl,1
sw2manqti3j9nc8@puetq,1
zaycmfwcqr@paytm,0
aynijxfw56@phonepe,0
a4wdnhao0zh@vukvdlox,1
bookmyshow405@okaxis,0
swiggy719@airtel,0
ola@paytm,0
7663773985@googlepey,1
f9xh2nxblemsvd@ivon,1
nksxve23@jio,0
ckredcpuh85@okicici,0
5apnfcqz8l@ktwyuuzz,1
le0th7ynb1i@lgjw,1
refund369@amazanpay,1
bigbasket357@phonepe,0
r4d5ocwhgjsu@piogwrpl,1
urgent749@unknown,1
bjbruxjax76@axl,0
airbnb@paytm,0
flipkartwinner@test,1
jqz5oyjvht@pzxe,1
082827@gpey,1
flipkart956@oksbi,0
bigbasket254@fbl,0
9glo3c5ju0@gpay,1
swiggy652@fbl,0
support575@paytnn,1
jygqixo76@fbl,0
paytm-help@phonepay,1
amazon@ibl,0
573523438@paytm,1
ixkjhbdg@googlepay1,1
64075@jio,1
rvrdwo77kmj@hxfvcu,1
jpdqk@amazonpay1,1
gskbytetbg1gf@hbbtw,1
juihqtudq40@oksbi,0
bhaexxrupqw@okicici,0
azxnatuso93@jio,0
meesho815@phonepe1,1
bigbasket@ibl,0
oilkvihzcubc@okicici,0
xx0ppnw7bx634qs@jio,1
jnip95f38854@rpyevmt,1
rtpkmgetta@googlepay1,1
hmmeazlvij839@phonepee,1
help354@gpaay,1
store@amazanpay,1
bookmyshow131@phonepe1,1
flipkart-team@phonepee,1
airbnb@ybl,0
bdlqtmecb342@gpai,1
uber@paytm,0
meesho@airtel,0
makemytrip705@googlepay,0
trader467@googlepey,1
merchant@paytam,1
dunzo@ibl,0
bookmyshow@gpay,0
business@gpaay,1
psigtsspa89@amazonpay,0
346306335@paytmm,1
flipkart-support@phonepe1,1
official538@airtel,1
winner626@ibl,1
cspus1zzfdpz@ysmrpwav,1
r4inm716@airtel,1
jrgb8lvt679d@mcefh,1
rjzawieppr@okaxis,0
alojb65@ybl,0
uadqodi26@paytm,0
bigbasket@ybl,0
security50@googlepay,1
ubl3h76tw13@hocc,1
bookmyshow@goooglepay,1
lxzgezez14@gpay,0
dunzo@paytm,0
swiggy@googlepay,0
meesho@fbl,0
irzfp@paytmm,1
orstasaedflc@airtel,0
zomato@paytm,0
auxqaymywuz37@axl,0
urgent694@okhdfcbank,1
sjyztibpr64@fbl,0
35013363@googlepay,1
paytm_reward@oksbi,1
swiggy@axl,0
swiggy@fbl,0
uber750@okaxis,0
kpsnh@okhdfcbank,0
spdxmw3r@ahei,1
swiggy@gpay,0
oyo156@phonepe,0
swiggy@fbl,0
grofers@okaxis,0
55085@phonepe1,1
oyo308@paytm,0
vscshconmfi81@axl,0
admin872@phonepay,1
nalodjoqoyc54@amazonpay,0
xp1wqrz9vat@hsey,1
uhot8x6ut9a@pgbxh,1
tkkogwjqb@oksbi,0
uhupdhjf@googlepai,1
airbnb@okaxis,0
swiggy@okhdfcbank,0
prhsm47@fbl,0
pdvzdtnve@ybl,0
makemytrip334@jio,0
yfvl3v1xn@xqaj,1
amazon-admin@phonepe1,1
yz19ie8ljswjuq2@nxlb,1
toqlpp@okicici,0
mriajiwmb99@amazonpay,0
15546@phonepay,1
makemytrip@airtel,0
uber@oksbi,0
amazon_winner@gpai,1
oyo115@jio,0
eggsdnjio371@googlepai,1
340365@oksbi,1
729280@paytnn,1
bvcfu19@axl,0
airbnb@fbl,0
ezxncmkhkntg@oksbi,0
udr43uqdz46@pfayuc,1
makemytrip877@paytmm,1
lppponaa84@paytm,0
airbnb@gpay,0
flipkart93@ibl,0
grofers@gpay,0
sz3jiyx5et5ht07@wcvqgmk,1
swiggy44@airtel,0
at6mrtpqbz@okhdfcbank,1
jpcmwhgx79@okhdfcbank,0
airbnb@oksbi,0
964614105@gpay,1
mpu4gbztko302w@nkyraod,1
oyo@ibl,0
ashnm@fbl,0
oyo@paytm,0
aqsoqlc@gpey,1
wkrbo@paytym,1
bookmyshow@axl,0
3205325611@ybl,1
ejfbmxtxqx@googlepay,0
rbdiylduri52@ibl,0
524kei84q@akmrql,1
yubqo@ibl,0
ola690@paytam,1
6451755929@paytmm,1
oyo680@okaxis,0
meesho@ybl,0
mdvwa@googlepai,1
claim871@jio,1
ola@okaxis,0
340u45aptuy40@mxqgu,1
06430552@phonepe,1
mbqlehdoss@goooglepay,1
bigbasket181@airtel,0
vkueuuq8dn@iavgt,1
805462@amazanpay,1
bmzxpptshbjy59@gpay,0
ozziwedopb@airtel,0
bookmyshow@googlepay,0
yqu4itz79@iphxo,1
cpqspiuccmcp7@oksbi,0
ekazitr73@oksbi,0
flipkart@jio,0
cqxyshkjjbm@ybl,0
oyo@okhdfcbank,0
rsrhaf@amazonpey,1
663755@paytnn,1
jspcskljgk39@oksbi,0
audto@airtel,0
meesho@axl,0
ola773@ybl,0
eofts@googlepay1,1
bookmyshow@okhdfcbank,0
bkhumqbhg@phonpe,1
makemytrip@okicici,0
oyo@axl,0
phonepewinner@fake,1
wvjxqjkit26@okicici,0
cudmozwnjcf@googlepay,0
airbnb845@phonpe,1
bookmyshow@phonepe1,1
meesho@phonepe,0
673343529@phonepe,1
myntra@okaxis,0
gyygvzgusuk@googlepay,0
myntra@paytm,0
phonepeverify@amazonpay,1
lrzdue@phonepe,0
lyry82p3qe7be3@klyqmsso,1
myntra@jio,0
dfxmop@googlepai,1
iekcizvryp@airtel,0
claim641@ybl,1
zomato@gpay,0
bookmyshow@axl,0
zomato@ybl,0
grofers@okaxis,0
8686353607@paytnn,1
8852464@okhdfcbank,1
amazonbonus@phonepay,1
ola@axl,0
dunzo@amazonpay,0
meesho@ibl,0
business581@googlepey,1
zosfax@gpey,1
ehuxpgpf@okaxis,0
gvtztjn63@airtel,0
paytm_refund@paytnn,1
grofers@ibl,0
a8nf2vil37mvidd@qxeiz,1
4420540@oksbi,1
dunzo@ibl,0
didgzxxwxcoq60@jio,0
bookmyshow@amazonpay,0
7fzdzvtm7715@hjxus,1
bookmyshow704@okaxis,0
xcxprcng@airtel,0
324854@ibl,1
nbdzaiunso@oksbi,0
bigbasket@gpay,0
yuuwbuelxxj54@oksbi,0
makemytrip@okicici,0
seller144@paytam,1
jiybots30@axl,0
official453@jio,1
uber@okicici,0
3104216542@paytym,1
uzdqfmfq12@oksbi,0
sdsycgrxon32@okicici,0
bookmyshow@ybl,0
ynazd@amazanpay,1
airbnb862@okhdfcbank,0
bookmyshow@okicici,0
makemytrip@okicici,0
ttuiw@phonepee,1
gpay_offer@paytam,1
help53@googlepay1,1
vraspwyrxtl98@paytm,0
7084912513@amazonpay,1
amazon@gpay,0
eburrqb@okhdfcbank,0
myntra@okaxis,0
ltjfjqign@paytnn,1
zomato@okicici,0
418556734@googlepai,1
lcdezhca@goooglepay,1
0uqmmbk3os6aa78@eonteel,1
ocxmmmdpal@gpay,0
prize517@googlepay,1
94582932@gpey,1
55skma1n8fh5b@bbllm,1
amazon286@ybl,0
paytm_winner@gpaay,1
m4q2fcdsvy6yqt0@xqkoay,1
aekab@paytm,0
grofers@jio,0
uhxkkl594@googlepai,1
aojtatdsbjx12@gpay,0
lpzcszkw@ibl,0
makemytrip@amazonpay,0
ola540@jio,0
meesho717@okicici,0
swiggy@okaxis,0
bookmyshow16@googlepay,0
reward489@paytym,1
grofers@okicici,0
oyo@okhdfcbank,0
ushqdwe59@okaxis,0
airbnb458@googlepay,0
paytm_customer@axl,1
wpjtppjl93@airtel,0
jzj2cy6f@amazonpay,1
15346@gpaay,1
zfqgpodrrdwo43@ybl,0
zomato@gpay,0
dsayhynknkrn@okicici,0
0gjc4jwzc6g3@lbmyxvk,1
f0jqujfxr6@tjnd,1
flipkart@gpay,0
lxjkurilpk@okhdfcbank,0
vieuuvnb556@paytym,1
flipkart-customer@paytnn,1
amazon@phonepe,0
jrxhjen@okaxis,0
trfdvkdm97@fbl,0
claim25@gpay,1
aclvvgxm8@okicici,0
winner636@temp,1
qwqjgvvt44@amazonpay,0
klzl0o4ycw3x1oa@iolj,1
asldwo@gpay,0
akorvcoocw@googlepay,0
zsiniv@airtel,0
offer643@gpay,1
lgernqlijhn85@oksbi,0
oyo193@fbl,0
makemytrip679@airtel,0
gpay-bonus@okaxis,1
axjcuahtv@phonepe,0
jrral222@googlepay1,1
admin892@unknown,1
bonus835@googlepai,1
6023089346@paytm,1
fsiaecarj52@phonepe,0
phonepesupport@jio,1
oyo@jio,0
airbnb@ibl,0
flipkart_urgent@amazonpey,1
airbnb146@paytm,0
uber660@fbl,0
jtjihymr71@fbl,0
gpay-cashback@paytnn,1
customer755@paytnn,1
bigbasket@amazonpay,0
bigbasket@jio,0
refund246@okaxis,1
ddbkwrem105@gpey,1
bookmyshow@okicici,0
oyo@ybl,0
oyo@googlepay,0
xutbepw@airtel,0
sjzxkeq@jio,0
1lnxgosqbl8v@wkoqf,1
reward682@googlepey,1
swiggy645@ibl,0
help14@phonepee,1
aqisqmigrrxv34@airtel,0
bigbasket@phonepe1,1
20014@ibl,1
47q6dsjae@ybl,1
oyo@axl,0
bookmyshow558@okaxis,0
qxckjfimzb93@phonepe,0
grofers601@jio,0
bvodkk24@airtel,0
09763@oksbi,1
phonepe_official@fbl,1
ola@gpay,0
rzcrvceipv98@ibl,0
paytm_claim@paytmm,1
paytm-admin@ibl,1
tefgg@gpay,0
grofers294@gpay,0
makemytrip@paytam,1
iddoeoz@phonepe1,1
ola@okaxis,0
uber@axl,0
sebogjf@gpaay,1
6809582@googlepai,1
reward124@phonepay,1
paytm-reward@fake,1
amazon900@okicici,0
phonepe_winner@amazanpay,1
airf0c39@domqrpnh,1
gijuouuathnm5@ybl,0
gpay_customer@test,1
vzufo@okaxis,0
airbnb@okicici,0
vvsdntsbzpq23@ybl,0
oyo@airtel,0
swiggy98@okaxis,0
uber@paytm,0
odysyyaehr911@googlepay1,1
amazon@paytm,0
phonepe-verify@amazonpay1,1
vrrkxfbbewb@okhdfcbank,0
myntra100@fbl,0
bookmyshow@okaxis,0
dunzo@amazonpay,0
xb419la6rrbxqk@bghxcx,1
sl93o3weovj@oksbi,1
pwidacsmtw87@gpay,0
wsajwt@okaxis,0
meesho@phonepee,1
uber@axl,0
dunzo@googlepay,0
bookmyshow935@ybl,0
jbwfsjv46@googlepay,0
reward843@paytmm,1
rwzqym@gpay,0
team406@gpey,1
kkjutptrsot@fbl,0
zomato357@googlepay,0
iervimqf595@amazonpay1,1
flipkart-bonus@fbl,1
bldaelkcqm@paytym,1
5199165768@axl,1
mauqwf78@oksbi,0
ola@jio,0
homfd63@phonepe,0
airbnb793@jio,0
bigbasket@okhdfcbank,0
reward323@goooglepay,1
rygisaagbvv76@phonepe,0
support889@axl,1
fmsfoz39@oksbi,0
oyo@googlepai,1
17rrt0ptjxk@phonepe,1
l4n1j5h17dy37@zfkhyb,1
swiggy@paytm,0
uber@paytm,0
ola@paytm,0
bigbasket@gpay,0
amazonreward@googlepay1,1
bsn4cwlcmz82dld@ibl,1
fbxewzt@phonepay,1
c8udtwpt@mnqqxkx,1
oyo344@ybl,0
amazon589@ybl,0
amazon@airtel,0
8821984@gpaay,1
amazon-claim@paytam,1
zomato@jio,0
claim81@okaxis,1
swiggy@phonepe,0
zpjl4pjm1e@mujabt,1
ylktz@paytym,1
ola@ybl,0
amazon@jio,0
amazon-help@airtel,1
makemytrip@ybl,0
offer1@okhdfcbank,1
9821585@paytnn,1
vwoelmrsptn@gpay,0
51714117@jio,1
security145@googlepay,1
makemytrip513@ybl,0
swiggy@okaxis,0
bigbasket@fbl,0
43430@amazanpay,1
cashback272@okicici,1
d9d5744e0qjleu9@rzksds,1
meesho@jio,0
665928@amazanpay,1
zomato@fbl,0
makemytrip445@jio,0
shdtb@phonepe,0
flipkart@amazonpay,0
219kw48q@cqoegu,1
flipkart952@oksbi,0
makemytrip@phonepe,0
airbnb461@ybl,0
grofers@amazonpay,0
service330@gpai,1
mtdnefruovs@phonepe,0
611182@goooglepay,1
91fp4o9x4@dvvm,1
paytm-service@gpaay,1
myntra695@jio,0
pbhoemzducv26@okicici,0
dhrbvzkfepu@ybl,0
offer410@gpai,1
zomato@gpay,0
bookmyshow258@amazonpay,0
flipkart@airtel,0
team721@phonepe1,1
amazon6@ybl,0
r77sx77isjpl1u@tgqgho,1
25686@okicici,1
official25@goooglepay,1
help283@ybl,1
bookmyshow@gpay,0
twaevsao@okicici,0
sncgmnvpgrhm18@oksbi,0
dunzo@paytm,0
makemytrip@ybl,0
oyo354@ibl,0
mapuxqsod@phonepay,1
myntra@phonepe,0
08485594@googlepay1,1
bigbasket314@amazanpay,1
ggpy2ox7liyt@dfefnggw,1
fhiqpypuiq@mbyf,1
wqqacqy@paytnn,1
dolv8rjcr5prrx@wydtkrhc,1
paytm-offer@phonepe,1
svpkiy84@amazonpay,0
495552579@oksbi,1
iptyuqjuxl@paytmm,1
bookmyshow908@fbl,0
qvfazkoqotsn15@paytm,0
2950030@paytm,1
acippakw468@gpai,1
fytxfdqunhq53@phonepe,0
grbiyutf96@axl,0
tvzfmtofa@googlepay1,1
paytm_official@phonepee,1
enterprise@gpaay,1
uzdbn@paytmm,1
grofers@airtel,0
1s0c3mv4idz8j@oksbi,1
qpzzf63h@lyaf,1
pfclhnsabvkh18@ybl,0
978954370@gpay,1
62111@amazonpay1,1
vfmau@goooglepay,1
flipkart_help@phonepe1,1
353918@googlepey,1
grofers@amazonpay,0
urgent830@phonepay,1
gpaybonus@test,1
bigbasket@googlepay,0
security813@gpay,1
oyo@oksbi,0
aixokhsir846@paytmm,1
npr7rqojcq744ek@phonepe,1
vzbmvecsyirs@okhdfcbank,0
vxsyiool@phonepe,0
makemytrip@gpay,0
8992135@okaxis,1
nuuukj22@axl,0
abc5qpoezdxm@fbl,1
swiggy606@paytnn,1
security596@ibl,1
bookmyshow@oksbi,0
store@paytnn,1
manfstval78@axl,0
grofers299@axl,0
myntra@airtel,0
dffdcujjfv@paytnn,1
tuorn35@oksbi,0
mjtwwcdoki@goooglepay,1
nqyfvs6q6m@xrtnsy,1
4571872@paytam,1
